location,day,number of orders,percentage of deliveries
Upper West Side,2018-10-31,771,0.17120622568093385
Upper West Side,2018-11-01,827,0.17654171704957677
Upper West Side,2018-11-02,840,0.16547619047619047
Upper West Side,2018-11-03,834,0.17985611510791366
Upper West Side,2018-11-04,1003,0.13160518444666003
Upper West Side,2018-11-05,802,0.15586034912718205
Upper West Side,2018-11-06,818,0.21882640586797067
Upper West Side,2018-11-07,785,0.1464968152866242
Upper West Side,2018-11-08,792,0.14898989898989898
Upper West Side,2018-11-09,802,0.2281795511221945
Upper West Side,2018-11-10,809,0.19530284301606923
Upper West Side,2018-11-11,875,0.18857142857142858
Upper West Side,2018-11-12,824,0.16019417475728157
Upper West Side,2018-11-13,854,0.18149882903981265
Upper West Side,2018-11-14,815,0.19386503067484662
Upper West Side,2018-11-15,849,0.2826855123674912
Upper West Side,2018-11-16,795,0.16477987421383647
Upper West Side,2018-11-17,800,0.1825
Upper West Side,2018-11-18,827,0.16203143893591293
Upper West Side,2018-11-19,830,0.14457831325301204
Upper West Side,2018-11-20,832,0.17427884615384615
Upper West Side,2018-11-21,827,0.18863361547763
Upper West Side,2018-11-22,778,0.2622107969151671
Upper West Side,2018-11-23,801,0.22347066167290885
Upper West Side,2018-11-24,805,0.19751552795031055
Upper West Side,2018-11-25,867,0.15340253748558247
Upper West Side,2018-11-26,864,0.21643518518518517
Upper West Side,2018-11-27,847,0.18890200708382526
Upper West Side,2018-11-28,805,0.1763975155279503
Upper West Side,2018-11-29,857,0.18786464410735124
Upper West Side,2018-11-30,819,0.1916971916971917
Upper West Side,2018-12-01,849,0.18138987043580684
Upper West Side,2018-12-02,853,0.17702227432590856
Upper West Side,2018-12-03,857,0.176196032672112
Upper West Side,2018-12-04,812,0.21182266009852216
Upper West Side,2018-12-05,824,0.20145631067961164
Upper West Side,2018-12-06,830,0.22409638554216868
Upper West Side,2018-12-07,816,0.22549019607843138
Upper West Side,2018-12-08,772,0.20466321243523317
Upper West Side,2018-12-09,834,0.19904076738609114
Upper West Side,2018-12-10,777,0.1969111969111969
Upper West Side,2018-12-11,850,0.19411764705882353
Upper West Side,2018-12-12,835,0.20239520958083831
Upper West Side,2018-12-13,813,0.1931119311193112
Upper West Side,2018-12-14,853,0.16412661195779601
Upper West Side,2018-12-15,840,0.15357142857142858
Upper West Side,2018-12-16,860,0.26744186046511625
Upper West Side,2018-12-17,772,0.17875647668393782
Upper West Side,2018-12-18,773,0.23285899094437257
Upper West Side,2018-12-19,805,0.20496894409937888
Upper West Side,2018-12-20,807,0.1697645600991326
Upper West Side,2018-12-21,851,0.19858989424206816
Upper West Side,2018-12-22,820,0.17560975609756097
Upper West Side,2018-12-23,836,0.17822966507177032
Upper West Side,2018-12-24,840,0.18095238095238095
Upper West Side,2018-12-25,769,0.18075422626788037
Upper West Side,2018-12-26,866,0.197459584295612
Upper West Side,2018-12-27,873,0.18327605956471935
Upper West Side,2018-12-28,842,0.2648456057007126
Upper West Side,2018-12-29,851,0.18683901292596944
Upper West Side,2018-12-30,807,0.19083023543990088
Upper West Side,2018-12-31,844,0.21445497630331753
Williamsburg,2018-01-01,854,0.16159250585480095
Williamsburg,2018-01-02,806,0.13523573200992556
Williamsburg,2018-01-03,851,0.1245593419506463
Williamsburg,2018-01-04,910,0.16043956043956045
Williamsburg,2018-01-05,817,0.16034271725826194
Williamsburg,2018-01-06,808,0.15594059405940594
Williamsburg,2018-01-07,822,0.18491484184914841
Williamsburg,2018-01-08,890,0.12696629213483146
Williamsburg,2018-01-09,904,0.09070796460176991
Williamsburg,2018-01-10,882,0.10770975056689343
Williamsburg,2018-01-11,942,0.07855626326963906
Williamsburg,2018-01-12,949,0.10748155953635406
Williamsburg,2018-01-13,890,0.13820224719101123
Williamsburg,2018-01-14,875,0.13485714285714287
Williamsburg,2018-01-15,872,0.1158256880733945
Williamsburg,2018-01-16,905,0.09613259668508287
Williamsburg,2018-01-17,904,0.1261061946902655
Williamsburg,2018-01-18,861,0.1173054587688734
Williamsburg,2018-01-19,876,0.1141552511415525
Williamsburg,2018-01-20,913,0.09090909090909091
Williamsburg,2018-01-21,937,0.09818569903948772
Williamsburg,2018-01-22,877,0.07639680729760548
Williamsburg,2018-01-23,944,0.08686440677966102
Williamsburg,2018-01-24,957,0.1180773249738767
Williamsburg,2018-01-25,896,0.140625
Williamsburg,2018-01-26,894,0.10514541387024609
Williamsburg,2018-01-27,967,0.0827300930713547
Williamsburg,2018-01-28,968,0.09607438016528926
Williamsburg,2018-01-29,898,0.11358574610244988
Williamsburg,2018-01-30,874,0.13501144164759726
Williamsburg,2018-01-31,920,0.13043478260869565
Williamsburg,2018-02-01,940,0.09574468085106383
Williamsburg,2018-02-02,874,0.15446224256292906
Williamsburg,2018-02-03,889,0.10348706411698538
Williamsburg,2018-02-04,961,0.12695109261186263
Williamsburg,2018-02-05,917,0.12540894220283533
Williamsburg,2018-02-06,901,0.11431742508324085
Williamsburg,2018-02-07,893,0.1690929451287794
Williamsburg,2018-02-08,893,0.135498320268757
Williamsburg,2018-02-09,907,0.10363836824696802
Williamsburg,2018-02-10,988,0.12854251012145748
Williamsburg,2018-02-11,942,0.10934182590233546
Williamsburg,2018-02-12,919,0.09249183895538629
Williamsburg,2018-02-13,937,0.10992529348986126
Williamsburg,2018-02-14,922,0.09002169197396963
Williamsburg,2018-02-15,924,0.07900432900432901
Williamsburg,2018-02-16,934,0.07066381156316917
Williamsburg,2018-02-17,860,0.12093023255813953
Williamsburg,2018-02-18,983,0.11190233977619532
Williamsburg,2018-02-19,899,0.10122358175750834
Williamsburg,2018-02-20,927,0.07982740021574973
Williamsburg,2018-02-21,949,0.09272918861959958
Williamsburg,2018-02-22,948,0.09282700421940929
Williamsburg,2018-02-23,902,0.0942350332594235
Williamsburg,2018-02-24,925,0.10486486486486486
Williamsburg,2018-02-25,920,0.08478260869565217
Williamsburg,2018-02-26,886,0.08916478555304741
Williamsburg,2018-02-27,932,0.07939914163090128
Williamsburg,2018-02-28,879,0.08873720136518772
Williamsburg,2018-03-01,951,0.0935856992639327
Williamsburg,2018-03-02,979,0.14198161389172625
Williamsburg,2018-03-03,951,0.10830704521556257
Williamsburg,2018-03-04,884,0.09954751131221719
Williamsburg,2018-03-05,867,0.07958477508650519
Williamsburg,2018-03-06,948,0.08860759493670886
Williamsburg,2018-03-07,836,0.11961722488038277
Williamsburg,2018-03-08,875,0.10628571428571429
Williamsburg,2018-03-09,955,0.10366492146596859
Williamsburg,2018-03-10,905,0.09723756906077348
Williamsburg,2018-03-11,922,0.0878524945770065
Williamsburg,2018-03-12,949,0.07692307692307693
Williamsburg,2018-03-13,897,0.10702341137123746
Williamsburg,2018-03-14,947,0.11826821541710665
Williamsburg,2018-03-15,900,0.10222222222222223
Williamsburg,2018-03-16,868,0.0967741935483871
Williamsburg,2018-03-17,893,0.10862262038073908
Williamsburg,2018-03-18,919,0.11316648531011969
Williamsburg,2018-03-19,933,0.11039657020364416
Williamsburg,2018-03-20,862,0.1136890951276102
Williamsburg,2018-03-21,878,0.12072892938496584
Williamsburg,2018-03-22,911,0.09659714599341383
Williamsburg,2018-03-23,940,0.09361702127659574
Williamsburg,2018-03-24,926,0.08747300215982722
Williamsburg,2018-03-25,895,0.1005586592178771
Williamsburg,2018-03-26,884,0.08936651583710407
Williamsburg,2018-03-27,868,0.08986175115207373
Williamsburg,2018-03-28,914,0.07549234135667396
Williamsburg,2018-03-29,896,0.09598214285714286
Williamsburg,2018-03-30,939,0.09052183173588925
Williamsburg,2018-03-31,943,0.11134676564156946
Williamsburg,2018-04-01,913,0.0963855421686747
Williamsburg,2018-04-02,901,0.11098779134295228
Williamsburg,2018-04-03,885,0.11186440677966102
Williamsburg,2018-04-04,939,0.08306709265175719
Williamsburg,2018-04-05,899,0.11012235817575083
Williamsburg,2018-04-06,885,0.09830508474576272
Williamsburg,2018-04-07,896,0.10602678571428571
Williamsburg,2018-04-08,862,0.08004640371229699
Williamsburg,2018-04-09,909,0.11221122112211221
Williamsburg,2018-04-10,935,0.09946524064171124
Williamsburg,2018-04-11,933,0.08467309753483387
Williamsburg,2018-04-12,943,0.07741251325556733
Williamsburg,2018-04-13,899,0.09566184649610679
Williamsburg,2018-04-14,888,0.09009009009009009
Williamsburg,2018-04-15,881,0.08853575482406356
Williamsburg,2018-04-16,919,0.10228509249183895
Williamsburg,2018-04-17,899,0.10344827586206896
Williamsburg,2018-04-18,862,0.07888631090487239
Williamsburg,2018-04-19,892,0.10426008968609865
Williamsburg,2018-04-20,907,0.08820286659316427
Williamsburg,2018-04-21,911,0.07244785949506037
Williamsburg,2018-04-22,930,0.06451612903225806
Williamsburg,2018-04-23,872,0.0860091743119266
Williamsburg,2018-04-24,900,0.07333333333333333
Williamsburg,2018-04-25,931,0.07626208378088077
Williamsburg,2018-04-26,911,0.09549945115257959
Williamsburg,2018-04-27,888,0.08220720720720721
Williamsburg,2018-04-28,913,0.09419496166484119
Williamsburg,2018-04-29,895,0.08156424581005586
Williamsburg,2018-04-30,877,0.09920182440136831
Williamsburg,2018-05-01,816,0.07720588235294118
Williamsburg,2018-05-02,784,0.10076530612244898
Williamsburg,2018-05-03,833,0.11404561824729892
Williamsburg,2018-05-04,838,0.11217183770883055
Williamsburg,2018-05-05,867,0.1118800461361015
Williamsburg,2018-05-06,928,0.07866379310344827
Williamsburg,2018-05-07,921,0.09663409337676439
Williamsburg,2018-05-08,879,0.09442548350398179
Williamsburg,2018-05-09,888,0.09797297297297297
Williamsburg,2018-05-10,873,0.07789232531500573
Williamsburg,2018-05-11,834,0.0671462829736211
Williamsburg,2018-05-12,815,0.0687116564417178
Williamsburg,2018-05-13,890,0.08089887640449438
Williamsburg,2018-05-14,881,0.09307604994324631
Williamsburg,2018-05-15,804,0.11940298507462686
Williamsburg,2018-05-16,867,0.0853517877739331
Williamsburg,2018-05-17,866,0.08660508083140878
Williamsburg,2018-05-18,871,0.07577497129735936
Williamsburg,2018-05-19,845,0.09822485207100591
Williamsburg,2018-05-20,847,0.10743801652892562
Williamsburg,2018-05-21,861,0.10336817653890824
Williamsburg,2018-05-22,871,0.09529276693455797
Williamsburg,2018-05-23,833,0.09243697478991597
Williamsburg,2018-05-24,786,0.11323155216284987
Williamsburg,2018-05-25,767,0.10560625814863103
Williamsburg,2018-05-26,783,0.1136653895274585
Williamsburg,2018-05-27,854,0.08548009367681499
Williamsburg,2018-05-28,860,0.07906976744186046
Williamsburg,2018-05-29,810,0.11728395061728394
Williamsburg,2018-05-30,865,0.07283236994219654
Williamsburg,2018-05-31,882,0.10090702947845805
Williamsburg,2018-06-01,768,0.09114583333333333
Williamsburg,2018-06-02,800,0.09875
Williamsburg,2018-06-03,844,0.09360189573459715
Williamsburg,2018-06-04,801,0.0898876404494382
Williamsburg,2018-06-05,808,0.08787128712871287
Williamsburg,2018-06-06,817,0.09791921664626684
Williamsburg,2018-06-07,804,0.07960199004975124
Williamsburg,2018-06-08,759,0.1225296442687747
Williamsburg,2018-06-09,830,0.0855421686746988
Williamsburg,2018-06-10,747,0.08969210174029452
Williamsburg,2018-06-11,809,0.08776266996291718
Williamsburg,2018-06-12,793,0.10718789407313997
Williamsburg,2018-06-13,834,0.09952038369304557
Williamsburg,2018-06-14,771,0.10376134889753567
Williamsburg,2018-06-15,841,0.09988109393579073
Williamsburg,2018-06-16,792,0.11616161616161616
Williamsburg,2018-06-17,737,0.12618724559023067
Williamsburg,2018-06-18,752,0.1023936170212766
Williamsburg,2018-06-19,751,0.09720372836218376
Williamsburg,2018-06-20,771,0.08819714656290532
Williamsburg,2018-06-21,773,0.10219922380336352
Williamsburg,2018-06-22,809,0.09517923362175525
Williamsburg,2018-06-23,820,0.10121951219512196
Williamsburg,2018-06-24,756,0.10582010582010581
Williamsburg,2018-06-25,752,0.11303191489361702
Williamsburg,2018-06-26,776,0.09020618556701031
Williamsburg,2018-06-27,760,0.09605263157894736
Williamsburg,2018-06-28,787,0.10292249047013977
Williamsburg,2018-06-29,695,0.11798561151079137
Williamsburg,2018-06-30,694,0.11671469740634005
Williamsburg,2018-07-01,703,0.12375533428165007
Williamsburg,2018-07-02,721,0.12482662968099861
Williamsburg,2018-07-03,755,0.13112582781456952
Williamsburg,2018-07-04,721,0.1262135922330097
Williamsburg,2018-07-05,653,0.10719754977029096
Williamsburg,2018-07-06,815,0.09325153374233129
Williamsburg,2018-07-07,780,0.08717948717948718
Williamsburg,2018-07-08,806,0.09553349875930521
Williamsburg,2018-07-09,737,0.10176390773405698
Williamsburg,2018-07-10,701,0.11412268188302425
Williamsburg,2018-07-11,792,0.1111111111111111
Williamsburg,2018-07-12,780,0.09230769230769231
Williamsburg,2018-07-13,779,0.10654685494223363
Williamsburg,2018-07-14,706,0.09631728045325778
Williamsburg,2018-07-15,793,0.11853720050441362
Williamsburg,2018-07-16,713,0.12342215988779803
Williamsburg,2018-07-17,801,0.13108614232209737
Williamsburg,2018-07-18,774,0.1124031007751938
Williamsburg,2018-07-19,797,0.1028858218318695
Williamsburg,2018-07-20,745,0.0953020134228188
Williamsburg,2018-07-21,796,0.10678391959798995
Williamsburg,2018-07-22,812,0.09852216748768473
Williamsburg,2018-07-23,796,0.12437185929648241
Williamsburg,2018-07-24,756,0.09788359788359788
Williamsburg,2018-07-25,745,0.07516778523489932
Williamsburg,2018-07-26,746,0.10455764075067024
Williamsburg,2018-07-27,731,0.11080711354309165
Williamsburg,2018-07-28,754,0.09681697612732096
Williamsburg,2018-07-29,781,0.11267605633802817
Williamsburg,2018-07-30,794,0.10327455919395466
Williamsburg,2018-07-31,776,0.11855670103092783
Williamsburg,2018-08-01,709,0.1325811001410437
Williamsburg,2018-08-02,747,0.12985274431057564
Williamsburg,2018-08-03,768,0.11328125
Williamsburg,2018-08-04,739,0.12990527740189445
Williamsburg,2018-08-05,778,0.11696658097686376
Williamsburg,2018-08-06,725,0.10482758620689656
Williamsburg,2018-08-07,758,0.10554089709762533
Williamsburg,2018-08-08,733,0.10914051841746249
Williamsburg,2018-08-09,719,0.10570236439499305
Williamsburg,2018-08-10,761,0.11826544021024968
Williamsburg,2018-08-11,802,0.1084788029925187
Williamsburg,2018-08-12,767,0.11864406779661017
Williamsburg,2018-08-13,832,0.09975961538461539
Williamsburg,2018-08-14,791,0.09481668773704172
Williamsburg,2018-08-15,782,0.09974424552429667
Williamsburg,2018-08-16,681,0.12922173274596183
Williamsburg,2018-08-17,787,0.08513341804320203
Williamsburg,2018-08-18,753,0.10358565737051793
Williamsburg,2018-08-19,799,0.09136420525657071
Williamsburg,2018-08-20,799,0.10513141426783479
Williamsburg,2018-08-21,820,0.10853658536585366
Williamsburg,2018-08-22,764,0.11649214659685864
Williamsburg,2018-08-23,758,0.09630606860158311
Williamsburg,2018-08-24,783,0.09067688378033206
Williamsburg,2018-08-25,806,0.10669975186104218
Williamsburg,2018-08-26,780,0.09487179487179487
Williamsburg,2018-08-27,749,0.11348464619492657
Williamsburg,2018-08-28,719,0.1349095966620306
Williamsburg,2018-08-29,705,0.16028368794326242
Williamsburg,2018-08-30,762,0.09711286089238845
Williamsburg,2018-08-31,816,0.10294117647058823
Williamsburg,2018-09-01,835,0.10059880239520957
Williamsburg,2018-09-02,815,0.09079754601226994
Williamsburg,2018-09-03,701,0.12268188302425106
Williamsburg,2018-09-04,730,0.09726027397260274
Williamsburg,2018-09-05,762,0.11548556430446194
Williamsburg,2018-09-06,754,0.11538461538461539
Williamsburg,2018-09-07,863,0.0984936268829664
Williamsburg,2018-09-08,870,0.09080459770114943
Williamsburg,2018-09-09,873,0.09049255441008018
Williamsburg,2018-09-10,912,0.09868421052631579
Williamsburg,2018-09-11,850,0.08588235294117647
Williamsburg,2018-09-12,831,0.0842358604091456
Williamsburg,2018-09-13,885,0.10847457627118644
Williamsburg,2018-09-14,824,0.08737864077669903
Williamsburg,2018-09-15,855,0.08538011695906433
Williamsburg,2018-09-16,811,0.09124537607891492
Williamsburg,2018-09-17,864,0.09375
Williamsburg,2018-09-18,866,0.10854503464203233
Williamsburg,2018-09-19,828,0.10507246376811594
Williamsburg,2018-09-20,887,0.0834272829763247
Williamsburg,2018-09-21,855,0.10058479532163743
Williamsburg,2018-09-22,811,0.07151664611590629
Williamsburg,2018-09-23,927,0.0970873786407767
Williamsburg,2018-09-24,884,0.08597285067873303
Williamsburg,2018-09-25,848,0.10731132075471699
Williamsburg,2018-09-26,811,0.08138101109741061
Williamsburg,2018-09-27,858,0.08974358974358974
Williamsburg,2018-09-28,873,0.06872852233676977
Williamsburg,2018-09-29,882,0.10317460317460317
Williamsburg,2018-09-30,852,0.09859154929577464
Williamsburg,2018-10-01,876,0.0958904109589041
Williamsburg,2018-10-02,873,0.09163802978235967
Williamsburg,2018-10-03,816,0.08088235294117647
Williamsburg,2018-10-04,815,0.09325153374233129
Williamsburg,2018-10-05,890,0.08426966292134831
Williamsburg,2018-10-06,885,0.0768361581920904
Williamsburg,2018-10-07,897,0.10702341137123746
Williamsburg,2018-10-08,907,0.08269018743109151
Williamsburg,2018-10-09,873,0.10309278350515463
Williamsburg,2018-10-10,874,0.09267734553775744
Williamsburg,2018-10-11,842,0.12707838479809977
Williamsburg,2018-10-12,923,0.07692307692307693
Williamsburg,2018-10-13,897,0.0802675585284281
Williamsburg,2018-10-14,899,0.0867630700778643
Williamsburg,2018-10-15,867,0.0853517877739331
Williamsburg,2018-10-16,858,0.07575757575757576
Williamsburg,2018-10-17,867,0.0922722029988466
Williamsburg,2018-10-18,877,0.09122006841505131
Williamsburg,2018-10-19,896,0.09263392857142858
Williamsburg,2018-10-20,900,0.09111111111111111
Williamsburg,2018-10-21,878,0.11161731207289294
Williamsburg,2018-10-22,887,0.08117249154453213
Williamsburg,2018-10-23,880,0.075
Williamsburg,2018-10-24,897,0.07357859531772576
Williamsburg,2018-10-25,870,0.10689655172413794
Williamsburg,2018-10-26,906,0.09713024282560706
Williamsburg,2018-10-27,935,0.08983957219251337
Williamsburg,2018-10-28,898,0.09131403118040089
Williamsburg,2018-10-29,908,0.07929515418502203
Williamsburg,2018-10-30,907,0.09151047409040794
Williamsburg,2018-10-31,917,0.07415485278080698
Williamsburg,2018-11-01,861,0.07317073170731707
Williamsburg,2018-11-02,857,0.08518086347724621
Williamsburg,2018-11-03,903,0.10299003322259136
Williamsburg,2018-11-04,1146,0.05759162303664921
Williamsburg,2018-11-05,904,0.09402654867256637
Williamsburg,2018-11-06,947,0.10982048574445617
Williamsburg,2018-11-07,970,0.0711340206185567
Williamsburg,2018-11-08,915,0.09289617486338798
Williamsburg,2018-11-09,957,0.09822361546499478
Williamsburg,2018-11-10,861,0.10452961672473868
Williamsburg,2018-11-11,933,0.10503751339764202
Williamsburg,2018-11-12,909,0.06930693069306931
Williamsburg,2018-11-13,935,0.0877005347593583
Williamsburg,2018-11-14,947,0.11298838437170011
Williamsburg,2018-11-15,824,0.14805825242718446
Williamsburg,2018-11-16,933,0.07181136120042872
Williamsburg,2018-11-17,910,0.09010989010989011
Williamsburg,2018-11-18,882,0.08843537414965986
Williamsburg,2018-11-19,951,0.09253417455310199
Williamsburg,2018-11-20,966,0.10662525879917184
Williamsburg,2018-11-21,944,0.1027542372881356
Williamsburg,2018-11-22,849,0.13780918727915195
Williamsburg,2018-11-23,897,0.11817168338907469
Williamsburg,2018-11-24,935,0.0962566844919786
Williamsburg,2018-11-25,907,0.0782800441014333
Williamsburg,2018-11-26,952,0.1207983193277311
Williamsburg,2018-11-27,965,0.10673575129533679
Williamsburg,2018-11-28,889,0.1124859392575928
Williamsburg,2018-11-29,902,0.08647450110864745
Williamsburg,2018-11-30,928,0.0894396551724138
Williamsburg,2018-12-01,946,0.09090909090909091
Williamsburg,2018-12-02,990,0.10606060606060606
Williamsburg,2018-12-03,902,0.08980044345898004
Williamsburg,2018-12-04,887,0.10710259301014656
Williamsburg,2018-12-05,907,0.11576626240352811
Williamsburg,2018-12-06,887,0.0992108229988726
Williamsburg,2018-12-07,922,0.13774403470715835
Williamsburg,2018-12-08,892,0.10762331838565023
Williamsburg,2018-12-09,933,0.09753483386923902
Williamsburg,2018-12-10,874,0.11784897025171624
Williamsburg,2018-12-11,895,0.11955307262569832
Williamsburg,2018-12-12,895,0.0893854748603352
Williamsburg,2018-12-13,893,0.1187010078387458
Williamsburg,2018-12-14,891,0.06958473625140292
Williamsburg,2018-12-15,972,0.08333333333333333
Williamsburg,2018-12-16,885,0.1288135593220339
Williamsburg,2018-12-17,950,0.09789473684210526
Williamsburg,2018-12-18,972,0.12345679012345678
Williamsburg,2018-12-19,919,0.117519042437432
Williamsburg,2018-12-20,912,0.10416666666666667
Williamsburg,2018-12-21,896,0.11383928571428571
Williamsburg,2018-12-22,930,0.09462365591397849
Williamsburg,2018-12-23,974,0.11088295687885011
Williamsburg,2018-12-24,905,0.08950276243093923
Williamsburg,2018-12-25,933,0.09431939978563773
Williamsburg,2018-12-26,942,0.10084925690021232
Williamsburg,2018-12-27,941,0.08926673751328375
Williamsburg,2018-12-28,941,0.1275239107332625
Williamsburg,2018-12-29,942,0.09341825902335456
Williamsburg,2018-12-30,933,0.11468381564844587
Williamsburg,2018-12-31,957,0.11494252873563218
